=== RESULTS ===

Algorithm:	Apriori
Count:		25507

Finished in 34.79 seconds['35-50y', '<40h', 0.21531232725262575, 0.6273264137437365]
[('<40h', 'Husband', 'Married-civ-spouse', 'United-States', 'cl_0'), ('Male', 'cg_0'), 0.1752656470732756, 0.8856300434512725]
[('<40h', 'Husband', 'Married-civ-spouse', 'cg_0', 'cl_0'), ('Male', 'United-States'), 0.1752656470732756, 0.8777299292525377]
[('<40h', 'Husband', 'United-States', 'cg_0', 'cl_0'), ('Male', 'Married-civ-spouse'), 0.1752656470732756, 0.9994746059544658]
[('<40h', 'Male', 'Married-civ-spouse', 'United-States', 'cg_0'), ('Husband', 'cl_0'), 0.1752656470732756, 0.9285714285714286]
[('<40h', 'Male', 'Married-civ-spouse', 'United-States', 'cl_0'), ('Husband', 'cg_0'), 0.1752656470732756, 0.8770554787152297]
[('<40h', 'Male', 'Married-civ-spouse', 'cg_0', 'cl_0'), ('Husband', 'United-States'), 0.1752656470732756, 0.8661405372590681]
[('<40h', 'Male', 'United-States', 'cg_0', 'cl_0'), ('Husband', 'Married-civ-spouse'), 0.1752656470732756, 0.5302424974449503]
[('<40h', 'Married-civ-spouse', 'United-States', 'cg_0', 'cl_0'), ('Husband', 'Male'), 0.1752656470732756, 0.8510289293170296]
[('Husband', 'Male', 'Married-civ-spouse', 'United-States', 'cg_0'), ('<40h', 'cl_0'), 0.1752656470732756, 0.5488027694970671]
[('Husband', 'Male', 'Married-civ-spouse', 'United-States', 'cl_0'), ('<40h', 'cg_0'), 0.1752656470732756, 0.5152582159624414]
[('Husband', 'Male', 'Married-civ-spouse', 'cg_0', 'cl_0'), ('<40h', 'United-States'), 0.1752656470732756, 0.5318732525629077]
[('Husband', 'Male', 'United-States', 'cg_0', 'cl_0'), ('<40h', 'Married-civ-spouse'), 0.1752656470732756, 0.5925041528239202]
[('Husband', 'Married-civ-spouse', 'United-States', 'cg_0', 'cl_0'), ('<40h', 'Male'), 0.1752656470732756, 0.592935064935065]
[('Male', 'Married-civ-spouse', 'United-States', 'cg_0', 'cl_0'), ('<40h', 'Husband'), 0.1752656470732756, 0.5877445932028836]
[('<40h', 'Husband', 'Male', 'Married-civ-spouse'), ('United-States', 'cg_0', 'cl_0'), 0.1752656470732756, 0.7373385012919896]
[('<40h', 'Husband', 'Male', 'United-States'), ('Married-civ-spouse', 'cg_0', 'cl_0'), 0.1752656470732756, 0.8361904761904762]
[('<40h', 'Husband', 'Male', 'cg_0'), ('Married-civ-spouse', 'United-States', 'cl_0'), 0.1752656470732756, 0.8241155234657039]
[('<40h', 'Husband', 'Male', 'cl_0'), ('Married-civ-spouse', 'United-States', 'cg_0'), 0.1752656470732756, 0.7796448087431694]
[('<40h', 'Husband', 'Married-civ-spouse', 'United-States'), ('Male', 'cg_0', 'cl_0'), 0.1752656470732756, 0.8363130128956624]
[('<40h', 'Husband', 'Married-civ-spouse', 'cg_0'), ('Male', 'United-States', 'cl_0'), 0.1752656470732756, 0.8242345465049105]
[('<40h', 'Husband', 'Married-civ-spouse', 'cl_0'), ('Male', 'United-States', 'cg_0'), 0.1752656470732756, 0.7797513321492007]
[('<40h', 'Husband', 'United-States', 'cg_0'), ('Male', 'Married-civ-spouse', 'cl_0'), 0.1752656470732756, 0.9371100164203613]
[('<40h', 'Husband', 'United-States', 'cl_0'), ('Male', 'Married-civ-spouse', 'cg_0'), 0.1752656470732756, 0.8853552590753956]
[('<40h', 'Husband', 'cg_0', 'cl_0'), ('Male', 'Married-civ-spouse', 'United-States'), 0.1752656470732756, 0.877460024600246]
[('<40h', 'Male', 'Married-civ-spouse', 'United-States'), ('Husband', 'cg_0', 'cl_0'), 0.1752656470732756, 0.8286626978365036]
[('<40h', 'Male', 'Married-civ-spouse', 'cg_0'), ('Husband', 'United-States', 'cl_0'), 0.1752656470732756, 0.8138904734740445]
[('<40h', 'Male', 'Married-civ-spouse', 'cl_0'), ('Husband', 'United-States', 'cg_0'), 0.1752656470732756, 0.7698637528665857]
[('<40h', 'Male', 'United-States', 'cg_0'), ('Husband', 'Married-civ-spouse', 'cl_0'), 0.1752656470732756, 0.5045977011494253]
[('<40h', 'Male', 'United-States', 'cl_0'), ('Husband', 'Married-civ-spouse', 'cg_0'), 0.1752656470732756, 0.4856194690265487]
[('<40h', 'Male', 'cg_0', 'cl_0'), ('Husband', 'Married-civ-spouse', 'United-States'), 0.1752656470732756, 0.4658015017956252]
[('<40h', 'Married-civ-spouse', 'United-States', 'cg_0'), ('Husband', 'Male', 'cl_0'), 0.1752656470732756, 0.7970670391061453]
[('<40h', 'Married-civ-spouse', 'United-States', 'cl_0'), ('Husband', 'Male', 'cg_0'), 0.1752656470732756, 0.7507234938174164]
[('<40h', 'Married-civ-spouse', 'cg_0', 'cl_0'), ('Husband', 'Male', 'United-States'), 0.1752656470732756, 0.7413613925694986]
[('<40h', 'United-States', 'cg_0', 'cl_0'), ('Husband', 'Male', 'Married-civ-spouse'), 0.1752656470732756, 0.3138645988010779]
[('Husband', 'Male', 'Married-civ-spouse', 'United-States'), ('<40h', 'cg_0', 'cl_0'), 0.1752656470732756, 0.481562737321745]
[('Husband', 'Male', 'Married-civ-spouse', 'cg_0'), ('<40h', 'United-States', 'cl_0'), 0.1752656470732756, 0.4925772484032453]
[('Husband', 'Male', 'Married-civ-spouse', 'cl_0'), ('<40h', 'United-States', 'cg_0'), 0.1752656470732756, 0.46296746978177983]
[('Husband', 'Male', 'United-States', 'cg_0'), ('<40h', 'Married-civ-spouse', 'cl_0'), 0.1752656470732756, 0.5483808974728548]
[('Husband', 'Male', 'United-States', 'cl_0'), ('<40h', 'Married-civ-spouse', 'cg_0'), 0.1752656470732756, 0.5148398737032025]
[('Husband', 'Male', 'cg_0', 'cl_0'), ('<40h', 'Married-civ-spouse', 'United-States'), 0.1752656470732756, 0.5314769975786925]
[('Husband', 'Married-civ-spouse', 'United-States', 'cg_0'), ('<40h', 'Male', 'cl_0'), 0.1752656470732756, 0.54875]
[('Husband', 'Married-civ-spouse', 'United-States', 'cl_0'), ('<40h', 'Male', 'cg_0'), 0.1752656470732756, 0.5152116999187506]
[('Husband', 'Married-civ-spouse', 'cg_0', 'cl_0'), ('<40h', 'Male', 'United-States'), 0.1752656470732756, 0.5318236883794614]
[('Husband', 'United-States', 'cg_0', 'cl_0'), ('<40h', 'Male', 'Married-civ-spouse'), 0.1752656470732756, 0.5924426450742241]
[('Male', 'Married-civ-spouse', 'United-States', 'cg_0'), ('<40h', 'Husband', 'cl_0'), 0.1752656470732756, 0.544249475491131]
[('Male', 'Married-civ-spouse', 'United-States', 'cl_0'), ('<40h', 'Husband', 'cg_0'), 0.1752656470732756, 0.5108763763315728]
[('Male', 'Married-civ-spouse', 'cg_0', 'cl_0'), ('<40h', 'Husband', 'United-States'), 0.1752656470732756, 0.5258938444526354]
[('Male', 'United-States', 'cg_0', 'cl_0'), ('<40h', 'Husband', 'Married-civ-spouse'), 0.1752656470732756, 0.3449172005318506]
[('Married-civ-spouse', 'United-States', 'cg_0', 'cl_0'), ('<40h', 'Husband', 'Male'), 0.1752656470732756, 0.5258453883718788]
[('<40h', 'Husband', 'Male'), ('Married-civ-spouse', 'United-States', 'cg_0', 'cl_0'), 0.1752656470732756, 0.7371480237664686]
[('<40h', 'Husband', 'Married-civ-spouse'), ('Male', 'United-States', 'cg_0', 'cl_0'), 0.1752656470732756, 0.737243250226069]
[('<40h', 'Husband', 'United-States'), ('Male', 'Married-civ-spouse', 'cg_0', 'cl_0'), 0.1752656470732756, 0.8360679753882215]
[('<40h', 'Husband', 'cg_0'), ('Male', 'Married-civ-spouse', 'United-States', 'cl_0'), 0.1752656470732756, 0.8239965347964193]
[('<40h', 'Husband', 'cl_0'), ('Male', 'Married-civ-spouse', 'United-States', 'cg_0'), 0.1752656470732756, 0.7795383144379183]
[('<40h', 'Male', 'Married-civ-spouse'), ('Husband', 'United-States', 'cg_0', 'cl_0'), 0.1752656470732756, 0.728305257784584]
[('<40h', 'Male', 'United-States'), ('Husband', 'Married-civ-spouse', 'cg_0', 'cl_0'), 0.1752656470732756, 0.4640214651597691]
[('<40h', 'Male', 'cg_0'), ('Husband', 'Married-civ-spouse', 'United-States', 'cl_0'), 0.1752656470732756, 0.4437446543814633]
[('<40h', 'Male', 'cl_0'), ('Husband', 'Married-civ-spouse', 'United-States', 'cg_0'), 0.1752656470732756, 0.4277469644730925]
[('<40h', 'Married-civ-spouse', 'United-States'), ('Husband', 'Male', 'cg_0', 'cl_0'), 0.1752656470732756, 0.708416087388282]
[('<40h', 'Married-civ-spouse', 'cg_0'), ('Husband', 'Male', 'United-States', 'cl_0'), 0.1752656470732756, 0.6958059009997561]
[('<40h', 'Married-civ-spouse', 'cl_0'), ('Husband', 'Male', 'United-States', 'cg_0'), 0.1752656470732756, 0.6563542265669925]
[('<40h', 'United-States', 'cg_0'), ('Husband', 'Male', 'Married-civ-spouse', 'cl_0'), 0.1752656470732756, 0.3003842307489868]
[('Husband', 'Male', 'Married-civ-spouse'), ('<40h', 'United-States', 'cg_0', 'cl_0'), 0.1752656470732756, 0.4329060153227642]
[('Husband', 'Male', 'United-States'), ('<40h', 'Married-civ-spouse', 'cg_0', 'cl_0'), 0.1752656470732756, 0.4811973018549747]
[('Husband', 'Male', 'cg_0'), ('<40h', 'Married-civ-spouse', 'United-States', 'cl_0'), 0.1752656470732756, 0.4922373641538727]
[('Husband', 'Male', 'cl_0'), ('<40h', 'Married-civ-spouse', 'United-States', 'cg_0'), 0.1752656470732756, 0.46262970168612194]
[('Husband', 'Married-civ-spouse', 'United-States'), ('<40h', 'Male', 'cg_0', 'cl_0'), 0.1752656470732756, 0.48152210597367534]
[('Husband', 'Married-civ-spouse', 'cg_0'), ('<40h', 'Male', 'United-States', 'cl_0'), 0.1752656470732756, 0.4925347372054889]
[('Husband', 'Married-civ-spouse', 'cl_0'), ('<40h', 'Male', 'United-States', 'cg_0'), 0.1752656470732756, 0.46292991563919533]
[('Husband', 'United-States', 'cg_0'), ('<40h', 'Male', 'Married-civ-spouse', 'cl_0'), 0.1752656470732756, 0.5483282090699462]
[('Husband', 'United-States', 'cl_0'), ('<40h', 'Male', 'Married-civ-spouse', 'cg_0'), 0.1752656470732756, 0.5147934331589392]
[('Husband', 'cg_0', 'cl_0'), ('<40h', 'Male', 'Married-civ-spouse', 'United-States'), 0.1752656470732756, 0.5314275072166869]
[('Male', 'Married-civ-spouse', 'United-States'), ('<40h', 'Husband', 'cg_0', 'cl_0'), 0.1752656470732756, 0.4776931447225245]
[('Male', 'Married-civ-spouse', 'cg_0'), ('<40h', 'Husband', 'United-States', 'cl_0'), 0.1752656470732756, 0.48736122971818957]
[('Male', 'Married-civ-spouse', 'cl_0'), ('<40h', 'Husband', 'United-States', 'cg_0'), 0.1752656470732756, 0.4579889254473959]
[('Male', 'United-States', 'cg_0'), ('<40h', 'Husband', 'Married-civ-spouse', 'cl_0'), 0.1752656470732756, 0.3245195041510292]
[('Male', 'United-States', 'cl_0'), ('<40h', 'Husband', 'Married-civ-spouse', 'cg_0'), 0.1752656470732756, 0.30935602775368604]
[('Male', 'cg_0', 'cl_0'), ('<40h', 'Husband', 'Married-civ-spouse', 'United-States'), 0.1752656470732756, 0.3076384022424667]
[('Married-civ-spouse', 'United-States', 'cg_0'), ('<40h', 'Husband', 'Male', 'cl_0'), 0.1752656470732756, 0.48698694427852207]
[('Married-civ-spouse', 'United-States', 'cl_0'), ('<40h', 'Husband', 'Male', 'cg_0'), 0.1752656470732756, 0.4564869620860662]
[('Married-civ-spouse', 'cg_0', 'cl_0'), ('<40h', 'Husband', 'Male', 'United-States'), 0.1752656470732756, 0.4678252315763587]
[('<40h', 'Husband'), ('Male', 'Married-civ-spouse', 'United-States', 'cg_0', 'cl_0'), 0.1752656470732756, 0.737052821903655]
[('<40h', 'Male'), ('Husband', 'Married-civ-spouse', 'United-States', 'cg_0', 'cl_0'), 0.1752656470732756, 0.4090746183069314]
[('<40h', 'Married-civ-spouse'), ('Husband', 'Male', 'United-States', 'cg_0', 'cl_0'), 0.1752656470732756, 0.6203935210348951]
[('Husband', 'Male'), ('<40h', 'Married-civ-spouse', 'United-States', 'cg_0', 'cl_0'), 0.1752656470732756, 0.4326106731352335]
[('Husband', 'Married-civ-spouse'), ('<40h', 'Male', 'United-States', 'cg_0', 'cl_0'), 0.1752656470732756, 0.4328731796116505]
[('Husband', 'United-States'), ('<40h', 'Male', 'Married-civ-spouse', 'cg_0', 'cl_0'), 0.1752656470732756, 0.48115673214737376]
[('Husband', 'cg_0'), ('<40h', 'Male', 'Married-civ-spouse', 'United-States', 'cl_0'), 0.1752656470732756, 0.49219491159982753]
[('Husband', 'cl_0'), ('<40h', 'Male', 'Married-civ-spouse', 'United-States', 'cg_0'), 0.1752656470732756, 0.46259220231822973]
[('Male', 'Married-civ-spouse'), ('<40h', 'Husband', 'United-States', 'cg_0', 'cl_0'), 0.1752656470732756, 0.428485622043697]
[('Married-civ-spouse', 'United-States'), ('<40h', 'Husband', 'Male', 'cg_0', 'cl_0'), 0.1752656470732756, 0.42691502094554157]
[('Married-civ-spouse', 'cg_0'), ('<40h', 'Husband', 'Male', 'United-States', 'cl_0'), 0.1752656470732756, 0.43376149578171314]
[('Married-civ-spouse', 'cl_0'), ('<40h', 'Husband', 'Male', 'United-States', 'cg_0'), 0.1752656470732756, 0.40711941789128264]
['Husband', ('<40h', 'Male', 'Married-civ-spouse', 'United-States', 'cg_0', 'cl_0'), 0.1752656470732756, 0.432577882210263]
['Married-civ-spouse', ('<40h', 'Husband', 'Male', 'United-States', 'cg_0', 'cl_0'), 0.1752656470732756, 0.3810763888888889]
[('<40h', 'Husband', 'Male', 'Married-civ-spouse', 'White', 'cg_0'), 'cl_0', 0.17557275351636878, 0.9389062243389719]
[('<40h', 'Husband', 'Male', 'Married-civ-spouse', 'White', 'cl_0'), 'cg_0', 0.17557275351636878, 0.8877329192546584]
[('<40h', 'Husband', 'Male', 'Married-civ-spouse', 'cg_0', 'cl_0'), 'White', 0.17557275351636878, 0.8794031687432703]
[('<40h', 'Husband', 'Male', 'White', 'cg_0', 'cl_0'), 'Married-civ-spouse', 0.17557275351636878, 0.9996502885119776]
[('<40h', 'Husband', 'Married-civ-spouse', 'White', 'cg_0', 'cl_0'), 'Male', 0.17557275351636878, 0.9998251136761105]
[('<40h', 'Male', 'Married-civ-spouse', 'White', 'cg_0', 'cl_0'), 'Husband', 0.17557275351636878, 0.9884163208852006]
[('Husband', 'Male', 'Married-civ-spouse', 'White', 'cg_0', 'cl_0'), '<40h', 0.17557275351636878, 0.5904161933285139]
[('<40h', 'Husband', 'Male', 'Married-civ-spouse', 'White'), ('cg_0', 'cl_0'), 0.17557275351636878, 0.8392542571931885]
[('<40h', 'Husband', 'Male', 'Married-civ-spouse', 'cg_0'), ('White', 'cl_0'), 0.17557275351636878, 0.825798064422938]
[('<40h', 'Husband', 'Male', 'Married-civ-spouse', 'cl_0'), ('White', 'cg_0'), 0.17557275351636878, 0.7812243782454222]
[('<40h', 'Husband', 'Male', 'White', 'cg_0'), ('Married-civ-spouse', 'cl_0'), 0.17557275351636878, 0.9385979313741586]
[('<40h', 'Husband', 'Male', 'White', 'cl_0'), ('Married-civ-spouse', 'cg_0'), 0.17557275351636878, 0.887457311393977]
[('<40h', 'Husband', 'Male', 'cg_0', 'cl_0'), ('Married-civ-spouse', 'White'), 0.17557275351636878, 0.8791327079809319]
[('<40h', 'Husband', 'Married-civ-spouse', 'White', 'cg_0'), ('Male', 'cl_0'), 0.17557275351636878, 0.938752052545156]
[('<40h', 'Husband', 'Married-civ-spouse', 'White', 'cl_0'), ('Male', 'cg_0'), 0.17557275351636878, 0.8875950939295141]
[('<40h', 'Husband', 'Married-civ-spouse', 'cg_0', 'cl_0'), ('Male', 'White'), 0.17557275351636878, 0.8792679175638265]
[('<40h', 'Husband', 'White', 'cg_0', 'cl_0'), ('Male', 'Married-civ-spouse'), 0.17557275351636878, 0.9994755244755245]
[('<40h', 'Male', 'Married-civ-spouse', 'White', 'cg_0'), ('Husband', 'cl_0'), 0.17557275351636878, 0.9285366249796979]
[('<40h', 'Male', 'Married-civ-spouse', 'White', 'cl_0'), ('Husband', 'cg_0'), 0.17557275351636878, 0.8779176904176904]
[('<40h', 'Male', 'Married-civ-spouse', 'cg_0', 'cl_0'), ('Husband', 'White'), 0.17557275351636878, 0.8676582182425254]
[('<40h', 'Male', 'White', 'cg_0', 'cl_0'), ('Husband', 'Married-civ-spouse'), 0.17557275351636878, 0.5476578216304244]
[('<40h', 'Married-civ-spouse', 'White', 'cg_0', 'cl_0'), ('Husband', 'Male'), 0.17557275351636878, 0.8543036461446504]
[('Husband', 'Male', 'Married-civ-spouse', 'White', 'cg_0'), ('<40h', 'cl_0'), 0.17557275351636878, 0.5463493883792049]
[('Husband', 'Male', 'Married-civ-spouse', 'White', 'cl_0'), ('<40h', 'cg_0'), 0.17557275351636878, 0.5127814153735761]
[('Husband', 'Male', 'Married-civ-spouse', 'cg_0', 'cl_0'), ('<40h', 'White'), 0.17557275351636878, 0.5328052190121155]
[('Husband', 'Male', 'White', 'cg_0', 'cl_0'), ('<40h', 'Married-civ-spouse'), 0.17557275351636878, 0.5899287999174492]
[('Husband', 'Married-civ-spouse', 'White', 'cg_0', 'cl_0'), ('<40h', 'Male'), 0.17557275351636878, 0.5903552251135894]
[('Male', 'Married-civ-spouse', 'White', 'cg_0', 'cl_0'), ('<40h', 'Husband'), 0.17557275351636878, 0.5847396952030275]
[('<40h', 'Husband', 'Male', 'Married-civ-spouse'), ('White', 'cg_0', 'cl_0'), 0.17557275351636878, 0.7386304909560724]
[('<40h', 'Husband', 'Male', 'White'), ('Married-civ-spouse', 'cg_0', 'cl_0'), 0.17557275351636878, 0.8390079248605812]
[('<40h', 'Husband', 'Male', 'cg_0'), ('Married-civ-spouse', 'White', 'cl_0'), 0.17557275351636878, 0.8255595667870036]
[('<40h', 'Husband', 'Male', 'cl_0'), ('Married-civ-spouse', 'White', 'cg_0'), 0.17557275351636878, 0.7810109289617486]
[('<40h', 'Husband', 'Married-civ-spouse', 'White'), ('Male', 'cg_0', 'cl_0'), 0.17557275351636878, 0.8391310729487744]
[('<40h', 'Husband', 'Married-civ-spouse', 'cg_0'), ('Male', 'White', 'cl_0'), 0.17557275351636878, 0.8256787983824379]
[('<40h', 'Husband', 'Married-civ-spouse', 'cl_0'), ('Male', 'White', 'cg_0'), 0.17557275351636878, 0.7811176390217243]
[('<40h', 'Husband', 'White', 'cg_0'), ('Male', 'Married-civ-spouse', 'cl_0'), 0.17557275351636878, 0.9384438608010506]
[('<40h', 'Husband', 'White', 'cl_0'), ('Male', 'Married-civ-spouse', 'cg_0'), 0.17557275351636878, 0.8873195716281236]
[('<40h', 'Husband', 'cg_0', 'cl_0'), ('Male', 'Married-civ-spouse', 'White'), 0.17557275351636878, 0.8789975399753998]
[('<40h', 'Male', 'Married-civ-spouse', 'White'), ('Husband', 'cg_0', 'cl_0'), 0.17557275351636878, 0.8303558460421205]
[('<40h', 'Male', 'Married-civ-spouse', 'cg_0'), ('Husband', 'White', 'cl_0'), 0.17557275351636878, 0.8153166001140901]
[('<40h', 'Male', 'Married-civ-spouse', 'cl_0'), ('Husband', 'White', 'cg_0'), 0.17557275351636878, 0.771212734385539]
[('<40h', 'Male', 'White', 'cg_0'), ('Husband', 'Married-civ-spouse', 'cl_0'), 0.17557275351636878, 0.5213386832026263]
[('<40h', 'Male', 'White', 'cl_0'), ('Husband', 'Married-civ-spouse', 'cg_0'), 0.17557275351636878, 0.5018874550083399]
[('<40h', 'Male', 'cg_0', 'cl_0'), ('Husband', 'Married-civ-spouse', 'White'), 0.17557275351636878, 0.46661769507019263]
[('<40h', 'Married-civ-spouse', 'White', 'cg_0'), ('Husband', 'Male', 'cl_0'), 0.17557275351636878, 0.8010368502171781]
[('<40h', 'Married-civ-spouse', 'White', 'cl_0'), ('Husband', 'Male', 'cg_0'), 0.17557275351636878, 0.7555173780890709]
[('<40h', 'Married-civ-spouse', 'cg_0', 'cl_0'), ('Husband', 'Male', 'White'), 0.17557275351636878, 0.7426604312808521]
[('<40h', 'White', 'cg_0', 'cl_0'), ('Husband', 'Male', 'Married-civ-spouse'), 0.17557275351636878, 0.33740557129367327]
[('Husband', 'Male', 'Married-civ-spouse', 'White'), ('<40h', 'cg_0', 'cl_0'), 0.17557275351636878, 0.4792120704107293]
[('Husband', 'Male', 'Married-civ-spouse', 'cg_0'), ('<40h', 'White', 'cl_0'), 0.17557275351636878, 0.4934403590540307]
[('Husband', 'Male', 'Married-civ-spouse', 'cl_0'), ('<40h', 'White', 'cg_0'), 0.17557275351636878, 0.4637786971688164]
[('Husband', 'Male', 'White', 'cg_0'), ('<40h', 'Married-civ-spouse', 'cl_0'), 0.17557275351636878, 0.5459320091673033]
[('Husband', 'Male', 'White', 'cl_0'), ('<40h', 'Married-civ-spouse', 'cg_0'), 0.17557275351636878, 0.5123678078508693]
[('Husband', 'Male', 'cg_0', 'cl_0'), ('<40h', 'Married-civ-spouse', 'White'), 0.17557275351636878, 0.5324082696964053]
[('Husband', 'Married-civ-spouse', 'White', 'cg_0'), ('<40h', 'Male', 'cl_0'), 0.17557275351636878, 0.5462971810797898]
[('Husband', 'Married-civ-spouse', 'White', 'cl_0'), ('<40h', 'Male', 'cg_0'), 0.17557275351636878, 0.5127354260089686]
[('Husband', 'Married-civ-spouse', 'cg_0', 'cl_0'), ('<40h', 'Male', 'White'), 0.17557275351636878, 0.5327555679806169]
[('Husband', 'White', 'cg_0', 'cl_0'), ('<40h', 'Male', 'Married-civ-spouse'), 0.17557275351636878, 0.5898679323153116]
[('Male', 'Married-civ-spouse', 'White', 'cg_0'), ('<40h', 'Husband', 'cl_0'), 0.17557275351636878, 0.5413825757575758]
[('Male', 'Married-civ-spouse', 'White', 'cl_0'), ('<40h', 'Husband', 'cg_0'), 0.17557275351636878, 0.5080422998311561]
